"","label","text","label_text"
"972",1,"Imus: Obama 'Jimmy Carter Stupid' Regarding Wall Street and the Economy: According to Don Imus, it's the late-1.. http://bit.ly/5Effut","political"
"974",0,"radyP09 michelle obama (the hot mama) :)","non-political"
"975",1,"RT @WAGNERGIRLE: RT @superlaura: RT @C4P Obama below 50% for the first time in Gallup http://bit.ly/4zMhxq //hard to lie forever!!!","political"
"976",1,"Obama's Daily Kos attacks Palin for believing in God. Her video is worth watching. http://bit.ly/7dpBpI #tcot #Palin","political"
"977",1,"RT @indiancountry: Pelosi shares meeting with tribal leaders- http://www.indiancountrytoday.com/home/content/69375627.html","political"
"978",1,"RT @Bound4LIFE This is right outside Speaker Pelosi's office. http://twitpic.com/bti8m","political"
"979",0,"at Should I Tell Michelle Obama About Design? | Smart #Design by Tom Dair | Fast Company http://ow.ly/imaw","non-political"
"980",1,"RT @ThatGirlCA RT @sherriwilson If Obama cured cancer, the Right would accuse him of putting big pharma out of business.","political"
"981",1,"RT @SaveBEESatHOME: Bush Consultant Mark McKinnon: Obama 'Hasn't Gotten All ...: http://bit.ly/4qkjh","political"
"982",1,"De-baptism's?? - (Political Hotwire) http://bit.ly/fCt9p #tcot #obama","political"
"983",0,"nna go see zombieland tonight but serge is leaving for the weekend. gahhh I need ann arbor friends!@THE_REAL_SHAQ Barack Obama for Hal ...","non-political"
"984",1,"Sailing Against Slavery: Michelle Obamaâ€™s tour of Ghanaâ€™s Cape Coast last month, was a poignant reminder of the .. http://bit.ly/9POj5","political"
"985",1,"rt @newshour Listen to President Obama's remarks today on economic #stimulus efforts in Elkhart, Ind.: [MP3] http://twurl.nl/1mkcye","political"
"986",1,"RT @pomalom Obama disrespects Poland on 70th Anniversary of WWII start - no surpise! http://bit.ly/4x8igj #TCOT #iamthemob","political"
"987",1,"Daniel Hannan is getting tedious. RT @MirrorJames Dan Hannan ""excuses"" anti-Obama racism http://bit.ly/11820B","political"
"988",1,"RT @ChrisMacDen: RT @matttbastardrt @amrup Hillary Clinton in Africa to denounce rape as a tool of war. http://tinyurl.com/ngcltg #p2 #fem2","political"
"989",1,"#inaug09 Soros: Obama Improves Openness: A fine bit of stenography from the always compliant Associated .. http://bit.ly/pWSOo","political"
"990",0,"bama GodsModernDayMartyr added 2 blog posts: GodsModernDayMartyr added 2 blog posts The Barack Oba.. http://bit.ly/65QOEX #usa","non-political"
"991",1,"RT Ed Chen yet another Obama left wing radical/America hating appointee http://is.gd/4GnkV #tcot #tlot #sgp #orca (via @exposeliberals) rope","political"
"992",1,"RT @Tymlee: China steps up as climate change leader http://bit.ly/g6zoX // Obama, Harper, now is the time to act or be left in the dust.","political"
"993",0,"Cain: Twitter is 'a phenomenal way of communicating:' http://ow.ly/iRVL --Share this: http://bit.ly/K6dAX http.. http://u.mavrev.com/xjvh","non-political"
"995",1,"[NEWS] Local NAACP Says President Obama's Speech Should Be Mandatory for Schoolkids http://bit.ly/Pjnwc","political"
"997",1,"I am examining with bemusement and genuine wonder the official Facebook page for Sarah Palin: http://www.facebook.com/sarahpalin","political"
"998",1,"Obama doesn't support malpractice cap. Love it or Hate it? Leave your comments.: President Barack Obama was met .. http://bit.ly/Qhxjx","political"
"1000",1,"Calling North Korea's Hand http://tr.im/phQM #NK #JFK #obama","political"
"1001",1,"A good sign of the blogs' powerlessness: They had to call Bill Clinton for help. #hcr #p2","political"
"1002",1,"Who the hell goes hiking in Iraq/Iran? It's like waking up and saying, ""Gee, a stroll through the mountains of Pakistan sounds fantastic!""","political"
"1003",1,"#tcot #eyeblast New Welfare Handout Horribly Mishandled - Stimulus money given to welfare recipients used to buy be... http://ow.ly/15L27T","political"
"1004",1,"Forecast by NY Times: Communications industry expected to be 3rd fastest growing economy: http://is.gd/22WJx","political"
"1005",1,"yayurl.com/games No. 3 Republican to back Sotomayor for high court (AP) : AP - The Senate's No.. http://bit.ly/BVB5u","political"
"1006",1,"RT @AMERICAblogGay: The Advocate learns that there still is no strategy for DADT repeal: This is disturbing. As we've been noting, the . ...","political"
"1007",1,"@USACBI boycott Canada USA IRAQ IRAN and the whole world dear ... #israel","political"
"1008",1,"Local business owners give packs of $2 to emp's to spend in their communities--a local ""stimulus"" --fascinating! http://PeoplesStimulus.org","political"
"1010",0," @RealTalibKweli u think u gangsta then read the MJ cover Source story @ImmortalTech setting up orphanage in Afghanistan. U aint gangsta","non-political"
"1011",1,"In for Michael Byars on Morning Edition...point me to the coffee. Nobel Announcements and the debate over Afghanistan on the air.","political"
"1012",1,"Do you have one of the 12 certifications and licenses that will be needed in the Green Economy? http://bit.ly/dBcJW","political"
"1015",1,"RT @drkent: RT @HCR_Now: Bad economy creates spike in gun permits requests: http://bit.ly/kJscr","political"
"1017",1,"RT @huffingtonpost Obama Authorizes 13,000 More Troops For Afghanistan War http://retwt.me/SfDR","political"
"1018",1,"MONEY: Federal stimulus helps buy food in Michigan: federal stimulus program has boosted spending on food in Michig... http://bit.ly/8Jacl2","political"
"1019",1,"RT @MadamaAmbi: â†’""Afghanistan: Will Obama Listen to the Women?"" ( http://bit.ly/dU2oh ) Pls Sign Letter.","political"
"1021",0,"ux de pouvoir autour de lâ€™Afghanistan: Huit ans aprÃ¨s la chute du rÃ©gime taliban, la gÃ©opolitique du pays sâ€™es.. http://bit.ly/11eX3s","non-political"
"1022",1,"International Security Assistance Force service member killed in eastern Afghanistan http://tinyurl.com/n6hdln","political"
"1023",1,"RT @nytimesmusic: http://bit.ly/QYvQb effective marketing from @metopera to bring art to the masses in a hostile economy.","political"
"1025",1,"RT @myUsearch: Iraq to offer 10,000 scholarships to iraqi students over the next 5 years: http://bit.ly/jr9LM","political"
"1026",1,"RT nytimes 4 U.S. Troops Killed in Afghanistan http://bit.ly/vdbaK [stuff we don't hear enough about!]","political"
"1028",1,"Mourners honour Que. soldier killed in Afghanistan http://bit.ly/17gdfm","political"
"1029",1,"I don't want to wait until the economy is better and we're comfortable-we made that mistake before. Mayor Jackson on Sustainable Cleveland","political"
"1030",1,"RT @dtapscott: The power of Twitter. I tweet about what's wrong with UK Digital Economy bill. MP @Tom_Watson tweets back that the UK g ...","political"
"1031",1,"RT @WOTN: Blogging 'Tikrit, Iraq: Assassin Captured' http://bit.ly/2BCSMh","political"
"1032",1,"Stimulus Funds Rev Up Lab Project in La Jolla (Architectural Record)|A new National Oceanic and Atmospheric .. http://oohja.com/x1Vy5","political"
"1034",1,"Counterinsurgency, Airstrikes and Incoherence in Afghanistan and related posts @ (http://cli.gs/eerPB)","political"
"1035",0,"ngapore shares open higher http://bit.ly/CbJdZ #forexnews #forex #singapore #economy","non-political"
"1036",1,"RT @Iranpr The Iran Regime Coup Govt mis-manages the economy is in a death spiral w/in 6 months it will collapse #iranelection }} agreed!","political"
"1037",1,"@godismysource I know,I Just got to keep remind myself about the bills and the bad economy.i just got 2 hang in the until better comes along","political"
"1038",1,"RT @Heritage: new op-ed: Sotomayor and the Sordid Business of Race http://tr.im/sJAq #tcot","political"
"1041",1,"RT @NatGeoChannel: Days after 9/11, CIA agents go to Afghanistan w/ a mission to hunt down al Qaeda & Osama bin Laden. http://ow.ly/smyp","political"
"1042",1,"RT @cnnbrk Suicide bombing in Iraq kills at least 67 near Kirkuk, deadliest attack in Iraq this year http://bit.ly/mWuSo","political"
"1043",1,"RT @WayneMarr: [Post]If you believe the Keynesian argument for stimulus, you MUST READ THIS http://tinyurl.com/q9j2xv","political"
"1044",1,"@FreshFiction I think zombies in fiction are symbolic for wanting to revive a dead economy. Especially the flesh-eating ones. ==:-0","political"
"1045",1,"Stimulus has yet to really boost GDP http://bit.ly/11XWy2","political"
"1047",1,"my homeboy is talkn about the economy with him, i guess they r coming up with solutions (?) wtf","political"
"1048",1,"amazed at the apathy over the Iraq non inquiry and should not be surprised everyone is up in arms over the bank charge fiasco instead.","political"
"1049",1,"Stimulus money for weatherization goes unspent http://bit.ly/17jQNK","political"
"1050",1,"@JDogRyder dollar is at an all time low your president want stop printing money. Stimulus want go to TX and La oil fields EPA want allow.","political"
"1051",0,"ur 2009 Fantasy Football Stimulus Package: http://bit.ly/iGuv8 #NFL","non-political"
"1053",1,"celeb.worldnewsww.nl Japan's new FM hints at more aid for Afghanistan - AFP: Los Angeles Tim.. http://bit.ly/13nz7W","political"
"1054",0,"xy Bailout Progams - Monthly Lingerie to Give Away One Million ... http://bit.ly/mgwzm","non-political"
"1055",1,"RT @hashmarket: RT @marialavis Vive la resistance! :) @RyanIsHungry ""All over the country, the underground fruit economy is growing."" ht ...","political"
"1056",1,"For Obama, A Pivotal Moment in Afghanistan - Washington Post http://trcb.us/4HZr","political"
"1057",1,"He's right to focus on jobs and Ohio's sinking economy, but he needs to establish bona fides w/ pro-gun right in Ohio.","political"
"1058",1,"Denver Post. Stimulus as only created 1,000 jobs in Colorado costing billions http://www.denverpost.com/ci_12975374","political"
"1060",1,"RT @IanNathan: Energy Compass examines Iraq's Rumaila field, BP-CNPC project economics and logistics: http://bit.ly/1r6Y4D","political"
"1061",1,"RT @playjt: ROUBINI releases a statement clarifying his outlook for the U.S. Economy VIEWS REMAIN UNCHANGED) http://bit.ly/GbZaa","political"
"1062",1,"Good sign for the economy and #horseracing? #Keeneland Nov. Sale was down but only 6.5% on avg. vs. last year.","political"
"1063",1,"8th Anniversary of War in Afghanistan - WCAX http://bit.ly/Pz8T2","political"
"1064",1,"RT @WSJ Fed Upgrades View of Economy http://twa.lk/geTfb","political"
"1065",0,"tp://glossolal.com/Albanian Display : ttet bombÃ« katÃ«r ushtarÃ« amerikanÃ« nÃ« Afghanistan NjÃ« patrullÃ« e NATO-s nÃ« pjesÃ«n jugore t","non-political"
"1066",1,"Reading the story of Marine Cpl. Jason Dunham, who died in Iraq saving his buddies, and the ship named after him, http://tinyurl.com/nom9m9","political"
"1068",1,"US to give $2.3 bn in stimulus for clean energy - The US will give up to $2.3 billion in tax credits to green manuf... http://ow.ly/15KXJq","political"
"1070",1,"Degrees 'rely on private pupils': University courses important to the economy rely on private schools for.. http://bit.ly/Ba4Yn #news","political"
"1071",1,"The Democrat stimulus plan is a mechanism whose goal is the destruction of the traditional American way of life. Nancy Cappock","political"
"1072",1,"Afghanistan - rocket attack - Government compound under attack http://bit.ly/uzAb6","political"
"1073",1,"RT @tweetminster: Clegg ""when our troops were massing on the borders of Iraq the conservatives cheered from the sidelines but we said no""","political"
"1074",1,"@MarkBolin I was nervous just knowing my dh landed in Iraq then took off a few mins. later. I know it is tough.","political"
"1075",1,"RT @1D4TW: UN's Kai Eide has been lecturing Karzai, as if Eide were the Colonial Governor of #Afghanistan (http://bit.ly/3T3rQP)","political"
"1076",1,"RT @bbcbreaking: A helicopter has crashed at the main Kandahar air base in southern Afghanistan, killing 16 civilians on board, o.. http ...","political"
"1078",1,"Telegraph: Dare to resist this new era of intervention : In 1971, Professor Klaus Schwab wr.. http://bit.ly/8lim2J #economy","political"
"1079",1,"Todays Top News... During marathon review of Afghanistan strategy, Obama held out for faster troop surge: President... http://bit.ly/7alrlC","political"
"1080",1,"Asian markets gain as G20 commits to maintain economic stimulus; Euro in Range, Pound eases: FXstreet.com (Barce.. http://bit.ly/106SRD","political"
"1081",1,"Time flies: 8 years gone by since 9/11, and the Western allies are chasing Taliban in Afghanistan instead of Al Quada in Pakistan","political"
"1082",1,"DJIBOUTI: Investing in the knowledge economy of Djibouti - Modern Ghana: DJIBOUTI: Investing in the knowledge econo... http://bit.ly/7icGm6","political"
"1085",0,"S Outlines Path to Profit (source: Wall Street Journal): UBS Chief Executive Oswald GrÃ¼.. http://bit.ly/3ur3u6 #economy #stocks","non-political"
"1086",1,"Photo: Get yourself a Recession iPhone Case! Itâ€™s been a tough economy for a while now, so why not buy a... http://tumblr.com/xlc32bepv","political"
"1087",1,"Another day full of proposals & quotes. The economy may be bad, but we're busy.","political"
"1088",1,"Why can't Afghanistan simply be Obama's Afghanistan and not his Vietnam? He didn't start it or campaign on a secret plan to end it.","political"
"1089",1,"RT @MelissaTweets: RT @JonHenke: Sotomayor just said the Constitution says we have to ""provide equal opportunity"". Where does it say that?","political"
"1090",1,"Bad economy strikes again. I've driven Saturn cars for 12 years. Local dealership closes its doors forever on Tuesday. :(","political"
"1091",1,"RT @JeffAtwater ""I, however, place economy among the most important virtues, and public debt as the greatests of the dangers to be feare...","political"
"1093",0,"ty warns BA bid for BMI is 'pie in the sky' (source: Scotsman): BRITISH Airways' plans to .. http://bit.ly/Jt6Kq #economy #business","non-political"
"1094",1,"RT @MatthewLush: RT Gay men attacked, executed in Iraq, rights group says - http://bit.ly/8Gr8J #cnn #noh8","political"
"1096",1,"RT @Oxfam Memo 2 new Afghanistan government: protect civilians, secure rights of women, improve transparency http://bit.ly/1gz0ya","political"
"1098",1,"RT @asteris: RT @BreakingNews AFP: 1.5 million votes in the Afghanistan presidential election are suspect, an EU observer says","political"
